player_id,player_id,player_match_name,player_position,team_id,season,corners_into_box_successful,games_played,short_passes_successful,shots_off_target,passes_opposition_half_unsuccessful,corners_into_box_unsuccessful,clean_sheets,crossses_corners_unsuccessful,goals_conceded_outside_box,through_balls,duels_aerial,duels_ground,open_play_crosses_unsuccessful,goals_conceded,successful_passes_total,recoveries,handballs_conceded,tackled,duels,appearances,tackles_lost,duels_won,passes_unsuccessful,passes_rightside,overruns,short_passes_unsuccessful,passes_backwards,passes_open_play,key_passes,shots_on_target,open_play_passes_successful,crosses_corners_successful,lay_offs_successful,passes_own_half_unsuccessful,launches_successful,tackles_won,goals_inside_box,minutes,starts,long_passess_successful,sub_on,loss_of_possession_total,goals_conceded_inside_box,goals_right_foot,duels_lost,lay_offs_unsuccessful,shots_total,total_fouls_won,fouls_conceded_total,tackles_total,passes_forward,yellow_cards,touches_total_opposition_box,goals_left_foot,passes_own_half_successful,passes_total,passess_leftside,dribbles_unsuccessful,crosses_open_play_successful,corners_won,interceptions,dribbles_successful,aerial_duels_lost,assists,duels_ground_lost,passess_opp_half_successful,goals,long_passes_unsuccessful,clearances_total,goals_outside_box,touches,ground_duels_won,corners_taken,assists_intentional,sub_off,foul_attempted_tackle,launches_unsuccessful,shots_blocked,aerial_duels_won,goals_home,goals_away,goals_win,woodwork_hit,goal_line_clearances,goals_conceded_penalty,offsides,throw_ins_to_own_player,blocks,penalties_conceded,attempts_from_set_pieces,goals_other,goals_head,own_goals,throw_ins_to_opposition_player,penalties_won,assists_second,gk_distribution_successful,goalkicks_total,penalty_goals,penalties_taken,penalties_saved,saves_made_inside_box,gk_smother,saves_made,catches,punches,saves_made_caught,penalties_faced,saves_made_outside_box,saves_penalty,saves_made_parried,gk_distribution_unsuccessful,drops,last_updated,,
561,561,T. Flint,Midfielder,14,2024,0,24,684,13,216,0,5,0,7,5,122,227,0,35,732,144,0,18,349,24,44,243,309,200,5,241,138,1028,16,13,721,0,14,93,10,56,3,2053,24,48,0,363,28,1,106,1,26,25,40,100,483,6,39,0,387,1041,220,7,0,2,74,22,25,1,81,345,3,68,64,0,1517,146,0,1,4,24,31,0,97,2,1,1,1,0,4,2,4,20,0,0,,2,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
563,563,P. McClernon,Defender,6,2024,0,26,938,2,169,0,4,16,2,1,42,115,15,32,998,113,0,7,157,26,20,103,236,305,0,131,133,1212,6,0,978,3,0,83,19,32,0,1936,22,60,4,299,30,0,54,0,2,19,17,52,514,4,5,0,675,1234,282,2,3,3,38,6,16,1,38,326,0,105,82,0,1643,77,0,1,8,10,59,4,26,0,0,0,0,0,3,1,70,16,1,0,,0,0,18,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
566,566,S. Hogan,Goalkeeper,8,2024,0,22,223,0,140,0,9,0,3,0,2,3,0,27,339,181,0,0,5,22,1,4,257,59,0,9,0,304,0,0,193,0,0,117,33,0,0,1980,22,116,0,259,24,0,1,0,0,1,0,1,411,0,0,0,284,596,126,0,0,0,0,0,0,0,1,55,0,248,14,0,782,2,0,0,0,0,134,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,188,186,0,0,0,51,,73,18,3,2,0,22,0,5,73,2,3/12/25,,
568,568,N. Kuikka,Defender,2,2024,0,26,721,4,132,0,5,16,7,1,31,114,16,38,803,115,0,16,145,26,19,95,202,208,0,86,130,968,14,2,774,0,0,86,19,32,0,2152,26,82,0,288,31,0,50,0,6,18,2,51,425,1,7,0,593,1005,242,7,0,2,18,9,12,1,38,210,0,116,149,0,1519,76,0,1,5,0,71,1,19,0,0,0,0,2,1,0,70,30,0,0,,0,0,34,0,,1,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
573,573,N. Martin,Defender,5,2024,0,27,692,1,109,0,6,5,2,0,90,126,4,20,719,120,1,22,216,27,13,109,161,214,0,128,148,845,8,0,686,0,0,57,8,23,0,2127,24,27,3,256,18,0,107,0,1,23,31,36,299,7,6,0,396,880,219,3,0,2,52,3,41,0,66,323,0,33,50,0,1264,60,0,0,10,15,20,0,49,0,0,0,0,0,3,0,39,4,0,0,,0,1,44,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
581,581,T. Rodman,Attacker,9,2024,1,26,358,27,219,0,1,62,4,8,47,325,62,24,379,146,0,112,372,26,10,203,201,94,11,172,141,577,50,41,376,24,8,44,3,39,7,2100,23,21,3,469,20,5,169,2,68,56,28,49,188,5,142,3,131,580,157,71,23,36,25,63,12,6,157,272,8,29,18,1,1291,168,2,6,13,18,12,26,35,5,3,0,1,0,1,8,24,1,0,0,,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
582,582,A. Heilferty,Defender,9,2024,0,2,28,0,5,0,0,0,0,0,1,5,0,0,28,4,0,3,6,2,0,1,7,14,0,5,5,35,0,0,28,0,0,2,0,0,0,70,0,0,2,15,0,0,5,0,0,0,0,0,12,0,0,0,16,35,4,2,0,0,2,1,1,0,4,12,0,2,6,0,61,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
590,590,K. Pickett,Defender,17,2024,0,21,493,6,100,0,4,7,3,3,29,98,6,25,523,98,0,16,127,21,17,60,151,155,0,105,97,663,6,4,512,1,8,58,10,15,0,1768,19,30,2,202,22,1,67,0,10,13,23,32,258,2,3,0,265,674,164,1,0,1,25,5,19,1,48,259,1,46,39,1,926,50,0,1,1,11,29,1,10,0,1,0,0,0,3,0,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
592,592,J. Silva,Attacker,5,2024,0,4,11,0,13,0,0,4,0,1,2,24,4,0,11,4,0,8,26,4,2,12,9,2,2,9,3,19,1,0,10,2,0,0,0,0,0,89,0,0,4,32,0,0,14,0,0,3,5,2,9,1,6,0,2,20,6,4,2,4,0,5,0,1,14,11,0,0,3,0,62,10,0,1,1,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
594,594,D. Sheehan,Midfielder,5,2024,0,28,738,10,182,0,6,23,3,5,23,195,23,18,765,135,0,66,218,28,14,93,218,272,4,173,197,972,30,8,754,4,3,59,0,20,2,2188,26,27,2,382,15,1,125,0,18,18,33,34,327,4,70,1,295,983,187,22,4,11,15,28,9,1,116,474,2,45,11,0,1377,79,0,1,11,14,14,14,14,0,2,2,1,0,2,2,3,3,0,0,,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
595,595,B. Pinto,Midfielder,11,2024,0,20,178,5,29,0,0,0,0,1,22,60,0,4,186,28,2,21,82,20,2,31,46,54,0,40,55,224,5,9,178,0,8,17,0,4,3,764,9,8,11,92,4,3,51,0,14,8,14,6,61,0,24,0,82,232,62,4,0,3,6,8,13,2,38,104,3,6,6,0,352,22,0,2,9,6,3,2,9,2,1,2,0,0,1,1,1,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
605,605,Y. Ryan,Midfielder,5,2024,19,27,595,17,228,17,4,53,3,2,39,267,34,19,625,154,1,112,306,27,12,116,219,148,6,195,201,821,48,20,605,32,17,44,1,37,3,2126,25,30,2,472,16,4,190,3,37,28,33,49,226,2,132,1,180,844,269,44,10,21,14,30,30,6,160,477,5,24,12,2,1451,107,51,6,9,24,7,16,9,3,2,2,2,0,3,2,15,3,0,0,,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
606,606,H. Betfort,Attacker,12,2024,0,24,184,18,42,0,2,11,3,0,21,102,11,30,188,40,0,45,123,24,2,37,44,50,2,38,106,189,14,13,146,3,12,13,0,5,1,1674,18,4,6,150,27,2,86,5,31,9,18,7,27,2,60,0,99,232,49,21,3,12,1,15,15,0,71,92,2,6,9,1,462,31,0,0,8,8,2,8,6,1,1,0,1,0,6,8,1,4,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
607,607,O. Moultrie,Midfielder,8,2024,9,23,431,18,160,21,1,40,3,3,56,173,10,29,457,79,1,50,229,23,19,98,143,137,6,120,142,576,33,18,438,14,2,23,1,21,5,1595,18,26,5,278,26,5,131,2,36,21,24,40,224,2,67,0,171,600,97,23,2,9,14,20,39,2,92,300,5,23,12,0,999,81,32,2,8,10,11,15,17,3,2,1,0,0,0,5,8,4,0,0,,0,,2,0,,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
610,610,T. McKeown,Attacker,9,2024,0,29,1481,9,173,0,7,8,5,1,70,132,8,31,1571,181,0,10,202,29,23,127,275,347,0,146,83,1769,10,4,1504,2,0,110,29,33,0,2670,29,90,0,313,26,1,75,0,13,22,23,56,718,2,26,0,1157,1846,698,3,2,8,36,11,32,1,43,416,1,129,157,1,2253,89,0,0,0,8,73,4,38,1,0,0,0,0,3,2,5,18,2,0,,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
614,614,M. Vignola,Defender,15,2024,1,17,251,2,71,0,0,23,0,0,20,85,23,15,263,47,0,32,105,17,4,42,77,121,3,56,83,330,7,7,256,3,0,29,3,16,1,824,10,12,7,175,15,1,63,0,9,5,12,20,121,0,34,0,142,340,15,17,2,17,16,13,15,2,48,124,1,21,30,0,641,37,1,2,6,8,16,2,5,0,1,1,0,0,1,1,61,2,0,0,,0,,24,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
617,617,L. Nabet,Midfielder,15,2024,0,13,232,1,35,0,1,2,0,0,17,54,2,10,241,34,2,11,71,13,5,35,67,80,0,51,63,304,3,1,237,0,3,34,3,7,0,706,8,9,5,96,10,0,36,0,2,10,11,12,111,4,10,0,141,308,54,4,0,2,10,5,9,0,27,100,0,16,13,0,423,27,0,0,6,5,15,1,8,0,0,0,0,1,0,0,0,4,0,0,,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
618,618,M. Reid,Defender,15,2024,0,23,898,5,76,0,3,2,2,1,44,51,2,30,966,72,0,5,95,23,6,58,154,388,1,82,73,1076,2,3,929,0,0,80,24,23,0,1793,19,68,4,180,28,0,37,0,8,6,7,29,357,3,20,0,749,1120,302,0,0,5,19,0,21,0,16,217,0,72,127,0,1392,35,0,0,0,4,48,2,23,0,0,0,0,0,2,0,10,19,1,0,,0,,5,0,,1,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
619,619,C. Le Bihan,Midfielder,15,2024,3,10,157,2,54,0,0,15,0,1,21,50,15,8,160,33,1,12,71,10,8,40,56,42,1,53,46,206,14,2,150,6,8,17,0,7,0,490,6,3,4,99,8,0,31,0,4,8,7,15,82,2,14,1,69,216,46,2,2,0,5,4,7,0,24,97,1,3,7,1,330,26,3,0,5,1,0,1,14,0,1,0,0,0,0,0,2,1,0,0,,0,,1,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
627,627,S. Griffith,Attacker,2,2024,0,7,45,1,4,0,0,0,1,1,3,30,0,5,46,16,0,12,33,7,4,13,9,16,2,8,18,55,1,0,46,0,2,5,0,3,0,190,3,1,4,33,4,0,20,0,1,1,3,7,16,0,6,0,20,55,5,7,0,1,1,4,2,1,18,26,0,1,2,0,107,12,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
633,633,Ava Cook,Attacker,2,2024,0,3,6,1,6,0,0,0,1,0,6,11,0,1,6,5,0,2,17,3,1,8,10,1,0,9,3,16,0,2,6,0,0,4,0,2,1,95,0,0,3,12,0,1,9,0,3,1,3,3,11,1,4,0,3,16,1,2,0,0,1,2,4,0,5,3,1,1,3,0,33,6,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
636,636,R. Gareis,Attacker,4,2024,0,7,40,0,32,0,0,9,1,0,6,20,9,8,42,16,0,10,26,7,1,9,37,42,2,30,15,79,1,3,42,1,1,14,1,2,0,328,5,2,2,64,7,0,17,0,3,2,0,3,21,0,9,0,18,79,1,6,1,4,2,3,5,0,12,25,0,7,1,0,134,8,0,0,5,0,4,1,1,0,0,0,0,0,1,1,4,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,3/12/25,,
638,638,J. Anderson,Midfielder,17,2024,6,17,334,5,117,22,1,41,2,1,18,62,14,16,376,78,1,12,80,17,7,46,115,125,1,80,101,468,10,5,358,9,12,39,2,22,2,915,10,42,7,194,14,2,34,1,10,3,8,29,173,2,17,1,188,491,92,5,3,9,13,6,10,2,24,197,3,35,22,1,700,38,41,1,6,4,19,8,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
640,640,A. Loera,Midfielder,17,2024,0,4,116,1,28,0,0,1,0,0,5,30,1,7,123,25,0,2,35,4,4,21,37,44,0,20,11,153,2,1,116,0,0,10,1,6,0,296,4,7,0,45,7,0,14,0,2,6,7,10,64,1,0,1,55,160,41,1,0,1,3,2,2,0,12,68,1,17,8,1,217,18,0,0,2,5,5,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
641,641,I. Rodriguez,Defender,13,2024,23,22,520,7,293,25,3,74,3,1,41,86,43,20,586,79,0,13,127,22,10,69,283,248,2,142,147,833,35,3,561,37,0,64,34,25,1,1528,18,66,4,426,17,0,58,0,10,10,15,35,453,1,24,1,277,869,21,6,14,10,34,5,22,2,36,346,1,141,41,0,1411,50,51,1,5,10,88,2,19,0,1,0,1,0,1,1,175,3,0,0,,0,0,31,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
642,642,C. Curran,Midfielder,2,2024,0,11,54,3,18,0,0,3,0,1,6,29,3,5,57,10,0,15,35,11,2,17,19,7,1,14,14,76,1,2,57,2,0,4,0,5,0,233,0,3,11,51,5,0,18,0,5,5,1,7,29,1,7,0,23,76,26,7,2,3,3,1,2,0,16,36,0,5,9,0,165,13,0,0,0,1,4,0,4,0,0,0,1,0,0,1,12,0,0,0,,0,0,6,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
644,644,E. Bennett,Attacker,16,2024,0,14,42,3,21,0,0,2,0,0,25,34,2,2,42,12,1,8,59,14,4,23,23,12,0,23,19,62,3,1,39,1,0,4,0,2,0,263,2,0,12,48,2,0,36,0,4,5,10,6,12,2,24,0,11,65,22,2,1,1,0,3,16,1,20,32,0,0,4,0,134,14,0,1,2,6,0,3,9,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
645,645,E. Jean,Defender,14,2024,0,8,340,0,26,0,0,2,4,0,6,14,2,14,355,24,0,3,20,8,2,9,41,68,0,23,20,383,1,0,342,1,0,17,6,3,0,591,6,15,2,51,10,0,11,0,0,2,1,5,140,0,0,0,262,396,168,1,1,0,4,1,5,0,6,94,0,18,16,0,453,8,0,0,1,1,11,0,1,0,0,0,0,0,3,1,3,5,1,0,,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
646,646,C. Tucker,Attacker,12,2024,0,18,86,3,22,0,0,7,2,0,12,69,7,8,89,19,0,25,81,18,4,32,26,21,1,21,39,111,7,7,85,1,7,11,0,6,0,553,3,3,15,83,6,1,49,0,10,6,12,10,28,2,22,0,29,115,27,11,1,5,4,11,7,0,42,61,1,5,1,1,243,27,0,0,3,5,4,4,5,0,1,0,0,0,0,7,0,0,0,0,,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
648,648,T. Torres,Midfielder,5,2024,0,12,46,1,19,2,0,4,0,0,3,28,2,2,50,15,0,7,31,12,6,15,21,23,1,12,12,69,1,0,48,0,0,6,2,5,0,159,1,4,11,41,2,0,16,0,1,3,3,11,28,1,2,0,29,71,8,2,0,0,3,1,3,0,13,21,0,9,2,0,136,15,2,0,1,2,5,0,0,0,0,0,0,0,0,0,9,1,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
650,650,Kerolin,Attacker,11,2024,0,6,101,3,28,0,0,4,0,0,2,37,4,5,106,16,0,14,39,6,1,19,30,14,2,25,40,133,5,3,103,0,4,6,0,2,1,309,3,5,3,60,5,1,20,1,6,3,2,3,36,0,17,0,28,136,46,8,0,1,2,12,1,0,19,78,1,5,1,0,205,18,0,0,3,0,3,0,1,0,1,0,0,0,1,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
651,651,E. Gray,Midfielder,12,2024,0,2,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,3,2,0,1,1,0,0,1,1,3,0,0,2,0,0,1,0,1,0,2,0,0,2,2,0,0,2,0,0,0,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0,2,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
655,655,F. Tagliaferri,Midfielder,12,2024,0,6,71,2,17,0,0,2,1,0,3,16,2,6,73,11,0,6,19,6,1,7,20,22,0,19,23,93,2,0,73,0,7,5,0,3,0,267,4,2,2,34,5,0,12,3,2,0,2,4,27,0,5,0,33,93,21,3,0,0,2,2,2,0,10,40,0,1,4,0,126,6,0,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
656,656,D. Ordoñez,Attacker,4,2024,0,24,233,15,100,0,4,11,4,0,78,136,11,30,243,56,1,54,214,24,7,79,118,81,2,103,129,328,12,17,210,2,19,29,0,7,5,1720,19,10,5,230,26,1,135,3,32,20,30,14,83,2,76,2,132,361,68,15,2,15,4,13,46,0,89,113,5,15,20,0,671,47,0,0,5,16,8,9,32,1,4,0,1,0,3,4,7,3,0,0,,2,0,2,0,,0,0,0,1,0,0,,0,0,0,,0,0,0,0,0,,3/12/25,,
657,657,T. Boade,Attacker,17,2024,0,26,658,7,140,1,2,21,4,2,5,204,18,36,677,113,4,62,209,26,15,95,166,144,6,153,234,830,24,16,666,5,23,47,1,32,3,2169,24,19,2,312,32,1,114,4,23,23,34,47,207,2,100,1,285,843,258,32,5,13,17,23,3,2,111,397,3,13,13,0,1225,93,4,2,8,16,6,9,2,2,1,1,0,0,2,4,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
658,658,M. Berkely,Defender,11,2024,15,26,1639,6,165,27,6,33,4,2,41,58,4,28,1732,130,0,4,99,26,10,64,212,878,0,107,128,1883,11,2,1686,19,0,80,16,23,1,2295,26,93,0,261,24,1,35,0,8,3,3,33,639,0,9,0,1367,1944,299,3,3,1,21,6,19,3,16,384,1,105,68,0,2208,42,47,3,1,1,37,0,22,1,0,0,2,1,2,0,12,13,0,0,,0,0,1,0,0,0,0,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
660,660,C. Dickey,Goalkeeper,6,2024,0,18,446,0,70,0,3,0,2,0,7,2,0,24,544,139,0,0,9,18,0,9,150,183,0,7,0,513,0,0,434,0,0,80,45,0,0,1590,18,98,0,156,22,0,0,0,0,3,0,0,322,0,0,0,513,694,189,0,0,0,0,0,0,0,0,31,0,143,13,0,879,2,0,0,1,0,84,0,7,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,,147,105,0,0,,37,2,61,20,1,2,2,23,,7,39,2,3/12/25,,
661,661,R. Brown,Defender,6,2024,0,9,98,1,33,0,0,5,0,1,10,29,5,3,101,21,0,5,39,9,4,24,41,55,1,27,28,140,4,2,100,1,0,13,1,6,0,275,3,3,6,66,3,0,15,0,3,4,5,10,56,1,10,0,51,142,3,4,1,2,12,5,5,0,10,51,0,14,8,0,239,19,0,0,3,2,8,2,5,0,0,0,0,0,0,0,19,0,0,0,,0,0,9,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
662,662,L. Ivory,Goalkeeper,6,2024,0,9,177,0,33,0,1,0,1,0,4,3,0,20,239,72,0,0,7,9,0,5,73,75,0,4,0,210,0,0,168,0,0,40,21,0,0,750,8,62,1,73,19,0,2,0,0,2,2,0,141,2,2,0,221,312,96,0,0,0,0,0,0,0,2,18,0,69,4,0,386,1,0,0,0,2,39,0,4,0,0,0,0,0,3,0,0,0,2,0,,0,0,0,0,,89,71,0,0,,16,0,29,6,1,1,3,12,,7,14,1,3/12/25,,
663,663,A. Malonson,Defender,17,2024,0,23,484,3,143,0,4,20,2,0,27,172,20,20,510,113,1,32,199,23,25,116,191,220,2,131,154,685,15,2,497,5,1,68,5,39,0,1471,17,26,6,328,18,0,83,0,5,21,18,64,311,2,18,0,275,701,16,19,5,3,46,11,7,0,76,240,0,60,49,0,1233,96,0,0,8,11,27,2,20,0,0,0,0,0,3,1,135,6,1,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
665,665,O. Van der Jagt,Midfielder,6,2024,0,15,244,3,67,0,0,1,2,1,43,51,1,16,248,44,0,6,94,15,9,59,96,76,0,67,71,343,3,0,247,0,2,30,1,13,0,766,7,4,8,112,14,0,35,0,3,7,10,22,113,1,6,0,146,344,84,1,0,0,10,4,17,0,18,102,0,29,25,0,465,33,0,0,6,7,25,3,26,0,0,0,0,0,3,0,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
667,667,O. Athens,Midfielder,6,2024,0,20,308,2,43,1,0,4,1,3,23,48,3,14,313,38,0,15,71,20,2,38,52,69,1,48,102,355,3,2,303,0,6,13,1,16,0,687,8,5,12,94,13,1,33,0,4,6,3,18,98,2,9,0,143,365,96,6,0,4,4,3,12,0,21,170,1,4,4,1,471,27,3,0,6,1,4,1,11,1,0,0,0,0,2,1,3,3,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
668,668,J. Doyle,Midfielder,7,2024,0,27,306,11,101,0,0,33,4,4,26,123,33,17,313,52,1,31,149,27,12,77,95,88,7,85,94,405,28,14,310,7,6,27,0,19,2,1449,19,7,8,213,13,2,72,1,25,23,17,31,144,3,73,0,113,408,82,11,7,9,4,11,14,1,58,207,2,10,8,0,706,65,0,1,18,9,6,10,12,1,1,0,1,0,2,2,6,3,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
670,670,V. Villacorta,Midfielder,7,2024,0,4,34,0,2,0,0,0,0,0,3,7,0,1,35,11,0,3,10,4,0,2,4,14,0,4,10,39,2,0,35,0,0,2,0,2,0,72,1,1,3,10,1,0,8,0,0,0,2,2,9,0,1,0,21,39,6,1,0,0,1,0,3,0,5,14,0,0,0,0,51,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
671,671,A. Moorhouse,Goalkeeper,7,2024,0,29,489,0,118,0,14,0,4,0,17,7,0,23,619,251,0,1,24,29,0,22,251,179,0,13,0,507,0,0,396,0,0,133,45,0,0,2610,29,130,0,256,19,0,2,0,0,8,0,0,441,1,0,0,569,870,250,0,0,0,0,1,0,0,2,50,0,238,19,0,1164,5,0,0,0,0,115,0,17,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,303,233,0,0,,48,2,96,26,6,3,2,47,,22,61,5,3/12/25,,
672,672,M. Cluff,Midfielder,12,2024,0,11,170,1,29,0,1,0,0,0,20,63,0,10,178,45,1,11,83,11,8,43,48,51,1,44,50,226,1,2,178,0,5,19,0,12,0,477,5,8,6,72,10,0,40,0,3,11,17,20,77,2,7,0,99,226,48,2,0,0,10,2,10,0,30,79,0,4,10,0,333,33,0,0,2,11,1,3,10,0,0,0,0,0,4,1,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/12/25,,
673,673,K. Abello,Defender,7,2024,0,29,870,4,167,1,9,41,4,0,27,222,39,22,905,125,2,67,249,29,30,123,218,341,0,155,211,1100,16,5,883,7,2,92,10,34,1,2378,28,35,1,425,18,0,126,1,9,16,23,64,488,3,40,1,504,1123,83,27,7,14,26,27,11,2,115,408,1,63,65,0,1853,107,1,2,9,12,44,3,16,1,0,0,0,0,2,1,219,10,1,0,,0,0,46,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
674,674,H. Sugita,Midfielder,8,2024,0,22,687,4,122,0,6,8,3,1,38,172,8,24,709,124,1,32,210,22,22,121,148,167,0,109,191,849,20,3,701,0,13,34,2,29,2,1757,19,22,3,230,21,1,89,0,7,44,22,51,289,2,28,1,324,857,210,16,0,3,39,8,19,4,70,385,2,39,23,0,1178,102,0,3,6,15,22,1,19,1,1,0,0,0,0,2,3,3,0,0,,0,,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
676,676,S. Coffey,Midfielder,8,2024,14,25,908,1,162,27,5,44,2,1,24,161,7,31,985,188,3,19,185,25,23,111,163,307,0,114,164,1114,34,4,956,21,8,45,6,43,2,2084,24,77,1,245,29,2,74,0,5,16,34,66,389,0,16,0,463,1148,288,5,3,9,38,17,12,3,62,543,2,49,26,0,1500,99,47,2,5,25,24,4,12,2,0,0,0,2,0,1,7,13,0,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3/12/25,,
678,678,J. Howell,Midfielder,6,2024,0,20,409,9,62,0,2,3,2,2,32,139,3,19,424,75,0,15,171,20,19,97,84,124,1,74,121,501,7,2,419,0,7,25,5,28,0,1177,13,15,7,116,17,0,74,2,11,29,27,47,145,8,14,0,221,508,118,2,0,2,22,2,11,1,63,203,0,10,28,0,738,76,0,1,5,17,4,0,21,0,0,0,1,0,2,2,1,9,0,0,,0,0,1,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,3/12/25,,
680,680,P. Goins,Attacker,14,2024,0,14,34,1,22,0,0,3,1,0,10,18,3,5,36,10,0,7,28,14,0,13,27,16,0,25,12,62,3,2,35,0,2,8,0,8,1,163,0,2,14,45,4,0,15,0,3,0,0,8,22,0,8,0,12,63,13,3,0,4,0,1,6,0,9,24,1,2,3,0,113,9,0,0,0,0,1,0,4,1,0,0,0,0,1,2,4,0,0,0,,1,0,4,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,3/12/25,,
